Czas,Temperatura procesora,Zużycie procesora
 08-06-2024 17:04:47,67,100
 08-06-2024 17:04:47,66,100
 08-06-2024 17:04:47,66,100
 08-06-2024 17:04:47,67,100
 08-06-2024 17:04:47,67,100
 08-06-2024 17:04:47,67,100
 08-06-2024 17:04:47,67,100
 08-06-2024 17:04:47,66,100
 08-06-2024 17:04:47,67,100
 08-06-2024 17:04:47,67,100
 08-06-2024 17:04:48,67,100
 08-06-2024 17:04:48,67,100
 08-06-2024 17:04:48,66,100
 08-06-2024 17:04:48,67,100
 08-06-2024 17:04:48,67,100
 08-06-2024 17:04:48,67,100
 08-06-2024 17:04:48,67,100
 08-06-2024 17:04:48,66,100
 08-06-2024 17:04:48,67,100
 08-06-2024 17:04:48,67,100
 08-06-2024 17:04:49,67,100
 08-06-2024 17:04:49,66,100
 08-06-2024 17:04:49,67,100
 08-06-2024 17:04:49,67,100
 08-06-2024 17:04:49,67,100
 08-06-2024 17:04:49,67,100
 08-06-2024 17:04:49,67,100
 08-06-2024 17:04:49,67,100
 08-06-2024 17:04:49,67,100
 08-06-2024 17:04:49,67,100
 08-06-2024 17:04:50,67,100
 08-06-2024 17:04:50,67,100
 08-06-2024 17:04:50,67,100
 08-06-2024 17:04:50,67,100
 08-06-2024 17:04:50,67,100
 08-06-2024 17:04:50,66,100
 08-06-2024 17:04:50,67,100
 08-06-2024 17:04:50,67,100
 08-06-2024 17:04:50,67,100
 08-06-2024 17:04:50,67,100
 08-06-2024 17:04:51,67,100
 08-06-2024 17:04:51,67,100
 08-06-2024 17:04:51,66,100
 08-06-2024 17:04:51,67,100
 08-06-2024 17:04:51,67,100
 08-06-2024 17:04:51,67,100
 08-06-2024 17:04:51,68,100
 08-06-2024 17:04:51,66,100
 08-06-2024 17:04:51,67,100
 08-06-2024 17:04:51,66,100
 08-06-2024 17:04:52,67,100
 08-06-2024 17:04:52,67,100
 08-06-2024 17:04:52,67,100
 08-06-2024 17:04:52,67,100
 08-06-2024 17:04:52,67,100
 08-06-2024 17:04:52,67,100
 08-06-2024 17:04:52,66,100
 08-06-2024 17:04:52,68,100
 08-06-2024 17:04:52,67,100
 08-06-2024 17:04:52,67,100
 08-06-2024 17:04:53,67,100
 08-06-2024 17:04:53,67,100
 08-06-2024 17:04:53,67,100
 08-06-2024 17:04:53,67,100
 08-06-2024 17:04:53,67,100
 08-06-2024 17:04:53,67,100
 08-06-2024 17:04:53,68,100
 08-06-2024 17:04:53,67,100
 08-06-2024 17:04:53,67,100
 08-06-2024 17:04:53,66,100
 08-06-2024 17:04:54,67,100
 08-06-2024 17:04:54,67,100
 08-06-2024 17:04:54,67,100
 08-06-2024 17:04:54,67,100
 08-06-2024 17:04:54,67,100
 08-06-2024 17:04:54,68,100
 08-06-2024 17:04:54,67,100
 08-06-2024 17:04:54,67,100
 08-06-2024 17:04:54,67,100
 08-06-2024 17:04:54,68,100
 08-06-2024 17:04:55,67,100
 08-06-2024 17:04:55,67,100
 08-06-2024 17:04:55,68,100
 08-06-2024 17:04:55,67,100
 08-06-2024 17:04:55,68,100
 08-06-2024 17:04:55,68,100
 08-06-2024 17:04:55,69,100
 08-06-2024 17:04:55,68,100
 08-06-2024 17:04:55,68,100
 08-06-2024 17:04:55,69,100
 08-06-2024 17:04:56,67,100
 08-06-2024 17:04:56,67,100
 08-06-2024 17:04:56,68,100
 08-06-2024 17:04:56,68,100
 08-06-2024 17:04:56,68,100
 08-06-2024 17:04:56,68,100
 08-06-2024 17:04:56,67,100
 08-06-2024 17:04:56,68,100
 08-06-2024 17:04:56,67,100
 08-06-2024 17:04:56,68,100
 08-06-2024 17:04:57,68,100
 08-06-2024 17:04:57,67,100
 08-06-2024 17:04:57,67,100
 08-06-2024 17:04:57,67,100
 08-06-2024 17:04:57,67,100
 08-06-2024 17:04:57,67,100
 08-06-2024 17:04:57,67,100
 08-06-2024 17:04:57,67,100
 08-06-2024 17:04:57,68,100
 08-06-2024 17:04:57,67,100
 08-06-2024 17:04:58,68,100
 08-06-2024 17:04:58,67,100
 08-06-2024 17:04:58,68,100
 08-06-2024 17:04:58,67,100
 08-06-2024 17:04:58,67,100
 08-06-2024 17:04:58,67,100
 08-06-2024 17:04:58,67,100
 08-06-2024 17:04:58,67,100
 08-06-2024 17:04:58,67,100
 08-06-2024 17:04:58,68,100
 08-06-2024 17:04:59,67,100
 08-06-2024 17:04:59,67,100
 08-06-2024 17:04:59,68,100
 08-06-2024 17:04:59,68,100
 08-06-2024 17:04:59,67,100
 08-06-2024 17:04:59,68,100
 08-06-2024 17:04:59,68,100
 08-06-2024 17:04:59,69,100
 08-06-2024 17:04:59,68,100
 08-06-2024 17:04:59,68,100
 08-06-2024 17:05:00,67,100
 08-06-2024 17:05:00,68,100
 08-06-2024 17:05:00,67,100
 08-06-2024 17:05:00,68,100
 08-06-2024 17:05:00,69,100
 08-06-2024 17:05:00,68,100
 08-06-2024 17:05:00,68,100
 08-06-2024 17:05:00,68,100
 08-06-2024 17:05:00,68,100
 08-06-2024 17:05:00,68,100
 08-06-2024 17:05:01,67,100
 08-06-2024 17:05:01,68,100
 08-06-2024 17:05:01,67,100
 08-06-2024 17:05:01,68,100
 08-06-2024 17:05:01,68,100
 08-06-2024 17:05:01,68,100
 08-06-2024 17:05:01,68,100
 08-06-2024 17:05:01,68,100
 08-06-2024 17:05:01,68,100
 08-06-2024 17:05:01,68,100
 08-06-2024 17:05:02,69,100
 08-06-2024 17:05:02,68,100
 08-06-2024 17:05:02,67,100
 08-06-2024 17:05:02,69,100
 08-06-2024 17:05:02,67,100
 08-06-2024 17:05:02,67,100
 08-06-2024 17:05:02,69,100
 08-06-2024 17:05:02,68,100
 08-06-2024 17:05:02,68,100
 08-06-2024 17:05:02,68,100
 08-06-2024 17:05:03,68,100
 08-06-2024 17:05:03,69,100
 08-06-2024 17:05:03,68,100
 08-06-2024 17:05:03,69,100
 08-06-2024 17:05:03,67,100
 08-06-2024 17:05:03,68,100
 08-06-2024 17:05:03,67,100
 08-06-2024 17:05:03,67,100
 08-06-2024 17:05:03,68,100
 08-06-2024 17:05:03,68,100
 08-06-2024 17:05:04,69,100
 08-06-2024 17:05:04,68,100
 08-06-2024 17:05:04,68,100
 08-06-2024 17:05:04,68,100
 08-06-2024 17:05:04,68,100
 08-06-2024 17:05:04,68,100
 08-06-2024 17:05:04,69,100
 08-06-2024 17:05:04,68,100
 08-06-2024 17:05:04,69,100
 08-06-2024 17:05:04,68,100
 08-06-2024 17:05:05,68,100
 08-06-2024 17:05:05,68,100
 08-06-2024 17:05:05,67,100
 08-06-2024 17:05:05,68,100
 08-06-2024 17:05:05,68,100
 08-06-2024 17:05:05,68,100
 08-06-2024 17:05:05,68,100
 08-06-2024 17:05:05,69,100
 08-06-2024 17:05:05,68,100
 08-06-2024 17:05:05,69,100
 08-06-2024 17:05:06,69,100
 08-06-2024 17:05:06,69,100
 08-06-2024 17:05:06,68,100
 08-06-2024 17:05:06,68,100
 08-06-2024 17:05:06,68,100
 08-06-2024 17:05:06,68,100
 08-06-2024 17:05:06,69,100
 08-06-2024 17:05:06,68,100
 08-06-2024 17:05:06,68,100
 08-06-2024 17:05:06,69,100
 08-06-2024 17:05:07,67,100
 08-06-2024 17:05:07,68,100
 08-06-2024 17:05:07,68,100
 08-06-2024 17:05:07,68,100
 08-06-2024 17:05:07,69,100
 08-06-2024 17:05:07,68,100
 08-06-2024 17:05:07,68,100
 08-06-2024 17:05:07,68,100
 08-06-2024 17:05:07,68,100
 08-06-2024 17:05:07,68,100
 08-06-2024 17:05:08,70,100
 08-06-2024 17:05:08,68,100
 08-06-2024 17:05:08,69,100
 08-06-2024 17:05:08,69,100
 08-06-2024 17:05:08,68,100
 08-06-2024 17:05:08,68,100
 08-06-2024 17:05:08,68,100
 08-06-2024 17:05:08,69,100
 08-06-2024 17:05:08,68,100
 08-06-2024 17:05:08,69,100
 08-06-2024 17:05:09,69,100
 08-06-2024 17:05:09,69,100
 08-06-2024 17:05:09,67,100
 08-06-2024 17:05:09,68,100
 08-06-2024 17:05:09,68,100
 08-06-2024 17:05:09,68,100
 08-06-2024 17:05:09,68,100
 08-06-2024 17:05:09,69,100
 08-06-2024 17:05:09,68,100
 08-06-2024 17:05:09,68,100
 08-06-2024 17:05:10,69,100
 08-06-2024 17:05:10,69,100
 08-06-2024 17:05:10,70,100
 08-06-2024 17:05:10,68,100
 08-06-2024 17:05:10,69,100
 08-06-2024 17:05:10,68,100
 08-06-2024 17:05:10,70,100
 08-06-2024 17:05:10,68,100
 08-06-2024 17:05:10,68,100
 08-06-2024 17:05:10,68,100
 08-06-2024 17:05:11,69,100
 08-06-2024 17:05:11,68,100
 08-06-2024 17:05:11,69,100
 08-06-2024 17:05:11,69,100
 08-06-2024 17:05:11,68,100
 08-06-2024 17:05:11,68,100
 08-06-2024 17:05:11,68,100
 08-06-2024 17:05:11,67,100
 08-06-2024 17:05:11,68,100
 08-06-2024 17:05:11,68,100
 08-06-2024 17:05:12,68,100
 08-06-2024 17:05:12,68,100
 08-06-2024 17:05:12,68,100
 08-06-2024 17:05:12,69,100
 08-06-2024 17:05:12,68,100
 08-06-2024 17:05:12,69,100
 08-06-2024 17:05:12,68,100
 08-06-2024 17:05:12,68,100
 08-06-2024 17:05:12,69,100
 08-06-2024 17:05:12,69,100
 08-06-2024 17:05:13,69,100
 08-06-2024 17:05:13,68,100
 08-06-2024 17:05:13,70,100
 08-06-2024 17:05:13,69,100
 08-06-2024 17:05:13,69,100
 08-06-2024 17:05:13,68,100
 08-06-2024 17:05:13,68,100
 08-06-2024 17:05:13,68,100
 08-06-2024 17:05:13,68,100
 08-06-2024 17:05:13,69,100
 08-06-2024 17:05:14,69,100
 08-06-2024 17:05:14,68,100
 08-06-2024 17:05:14,68,100
 08-06-2024 17:05:14,70,100
 08-06-2024 17:05:14,69,100
 08-06-2024 17:05:14,69,100
 08-06-2024 17:05:14,69,100
