Czas,Temperatura procesora,Zużycie procesora
 07-06-2024 22:15:43,60,33.478
 07-06-2024 22:15:44,56,34.237
 07-06-2024 22:15:45,60,34.963
 07-06-2024 22:15:46,60,33.995
 07-06-2024 22:15:47,59,32.427
 07-06-2024 22:15:48,55,31.066
 07-06-2024 22:15:49,58,24.124
 07-06-2024 22:15:50,61,40.804
 07-06-2024 22:15:51,62,42.998
 07-06-2024 22:15:52,61,41.863
 07-06-2024 22:15:53,61,41.192
 07-06-2024 22:15:54,59,38.959
 07-06-2024 22:15:55,60,41.891
 07-06-2024 22:15:56,60,40.003
 07-06-2024 22:15:57,61,37.184
 07-06-2024 22:15:58,60,29.647
 07-06-2024 22:15:59,60,35.717
 07-06-2024 22:16:00,59,38.768
 07-06-2024 22:16:01,60,33.74
 07-06-2024 22:16:02,64,39.993
 07-06-2024 22:16:03,62,43.423
 07-06-2024 22:16:04,60,37.794
 07-06-2024 22:16:05,61,38.574
 07-06-2024 22:16:06,61,38.838
 07-06-2024 22:16:07,58,33.092
 07-06-2024 22:16:08,62,40.167
 07-06-2024 22:16:09,64,41.151
 07-06-2024 22:16:10,60,38.384
 07-06-2024 22:16:11,59,36.073
 07-06-2024 22:16:12,59,35.449
 07-06-2024 22:16:13,60,38.835
 07-06-2024 22:16:14,60,38.948
 07-06-2024 22:16:15,61,43.719
 07-06-2024 22:16:16,59,39.372
 07-06-2024 22:16:17,62,35.448
 07-06-2024 22:16:18,61,39.987
 07-06-2024 22:16:19,60,36.291
 07-06-2024 22:16:20,67,55.851
 07-06-2024 22:16:21,63,59.27
 07-06-2024 22:16:22,62,43.605
 07-06-2024 22:16:23,61,41.472
 07-06-2024 22:16:24,61,33.406
 07-06-2024 22:16:25,60,39.602
 07-06-2024 22:16:26,60,48.041
 07-06-2024 22:16:27,62,40.513
 07-06-2024 22:16:28,61,40.347
 07-06-2024 22:16:29,62,42.36
 07-06-2024 22:16:30,62,46.937
 07-06-2024 22:16:31,61,43.129
 07-06-2024 22:16:32,61,39.533
 07-06-2024 22:16:33,62,36.122
 07-06-2024 22:16:34,59,37.189
 07-06-2024 22:16:35,62,35.645
 07-06-2024 22:16:36,62,39.575
 07-06-2024 22:16:37,63,38.704
 07-06-2024 22:16:38,61,36.596
 07-06-2024 22:16:39,61,34.261
 07-06-2024 22:16:40,62,32.858
 07-06-2024 22:16:41,61,30.812
 07-06-2024 22:16:42,65,35.671
 07-06-2024 22:16:43,64,42.265
 07-06-2024 22:16:44,62,43.813
 07-06-2024 22:16:45,64,39.26
 07-06-2024 22:16:46,63,42.532
 07-06-2024 22:16:47,64,34.652
 07-06-2024 22:16:48,62,35.541
 07-06-2024 22:16:49,62,41.313
 07-06-2024 22:16:50,61,35.354
 07-06-2024 22:16:51,63,44.556
 07-06-2024 22:16:52,60,36.735
 07-06-2024 22:16:53,59,31.995
 07-06-2024 22:16:54,61,28.442
 07-06-2024 22:16:55,62,39.003
 07-06-2024 22:16:56,63,42.544
 07-06-2024 22:16:57,62,32.438
 07-06-2024 22:16:58,62,33.428
 07-06-2024 22:16:59,61,34.393
 07-06-2024 22:17:00,63,36.049
 07-06-2024 22:17:01,62,33.929
 07-06-2024 22:17:02,62,37.497
 07-06-2024 22:17:03,64,34.833
 07-06-2024 22:17:04,62,41.601
 07-06-2024 22:17:05,65,43.106
 07-06-2024 22:17:06,62,41.995
 07-06-2024 22:17:07,62,36.787
 07-06-2024 22:17:08,64,39.674
 07-06-2024 22:17:09,63,41.235
 07-06-2024 22:17:10,65,41.222
 07-06-2024 22:17:11,63,38.315
 07-06-2024 22:17:12,61,29.823
 07-06-2024 22:17:13,61,38.585
 07-06-2024 22:17:14,64,35.259
 07-06-2024 22:17:15,64,40.931
 07-06-2024 22:17:16,65,44.136
 07-06-2024 22:17:17,62,40.223
 07-06-2024 22:17:18,65,41.581
 07-06-2024 22:17:19,65,41.903
 07-06-2024 22:17:20,62,38.077
 07-06-2024 22:17:21,64,36.93
 07-06-2024 22:17:22,63,42.098
 07-06-2024 22:17:23,65,42.886
 07-06-2024 22:17:24,62,38.486
 07-06-2024 22:17:25,64,28.253
 07-06-2024 22:17:26,65,39.833
 07-06-2024 22:17:27,65,42.756
 07-06-2024 22:17:28,63,40.797
 07-06-2024 22:17:29,64,38.077
 07-06-2024 22:17:30,64,40.842
 07-06-2024 22:17:31,64,39.78
 07-06-2024 22:17:32,62,33.45
 07-06-2024 22:17:33,63,31.142
 07-06-2024 22:17:34,62,29.703
 07-06-2024 22:17:35,64,32.116
 07-06-2024 22:17:36,65,42.485
 07-06-2024 22:17:37,65,47.036
 07-06-2024 22:17:38,64,35.944
 07-06-2024 22:17:39,62,32.335
 07-06-2024 22:17:40,63,39.177
 07-06-2024 22:17:41,64,39.515
 07-06-2024 22:17:42,65,35.196
 07-06-2024 22:17:43,63,41.161
 07-06-2024 22:17:44,64,34.84
 07-06-2024 22:17:45,62,32.418
 07-06-2024 22:17:46,62,30.559
 07-06-2024 22:17:47,62,30.642
 07-06-2024 22:17:48,62,31.483
 07-06-2024 22:17:49,65,38.052
 07-06-2024 22:17:50,62,39.643
 07-06-2024 22:17:51,63,29.49
 07-06-2024 22:17:52,64,34.484
 07-06-2024 22:17:53,66,38.804
 07-06-2024 22:17:54,67,45.021
 07-06-2024 22:17:55,64,40.701
 07-06-2024 22:17:56,65,38.715
 07-06-2024 22:17:57,63,40.996
 07-06-2024 22:17:58,65,41.542
 07-06-2024 22:17:59,65,41.374
 07-06-2024 22:18:00,63,39.388
 07-06-2024 22:18:01,66,43.97
 07-06-2024 22:18:02,66,43.818
 07-06-2024 22:18:03,65,44.12
 07-06-2024 22:18:04,63,37.408
 07-06-2024 22:18:05,64,41.431
 07-06-2024 22:18:06,65,41.254
 07-06-2024 22:18:07,67,42.478
 07-06-2024 22:18:08,64,41.048
 07-06-2024 22:18:09,62,33.102
 07-06-2024 22:18:10,66,40.078
 07-06-2024 22:18:11,64,40.941
 07-06-2024 22:18:12,63,30.956
 07-06-2024 22:18:13,65,38.885
 07-06-2024 22:18:14,65,41.625
 07-06-2024 22:18:15,65,42.511
 07-06-2024 22:18:16,63,40.938
 07-06-2024 22:18:17,67,38.712
 07-06-2024 22:18:18,66,45.773
 07-06-2024 22:18:19,66,40.272
 07-06-2024 22:18:20,66,41.225
 07-06-2024 22:18:21,64,40.536
 07-06-2024 22:18:22,66,38.644
 07-06-2024 22:18:23,66,40.87
 07-06-2024 22:18:24,66,41.806
 07-06-2024 22:18:25,67,43.516
 07-06-2024 22:18:26,67,41.53
 07-06-2024 22:18:27,64,42.29
 07-06-2024 22:18:28,64,42.926
 07-06-2024 22:18:29,65,39.614
 07-06-2024 22:18:30,61,34.468
 07-06-2024 22:18:31,64,33.645
 07-06-2024 22:18:32,65,41.395
 07-06-2024 22:18:33,67,39.127
 07-06-2024 22:18:34,65,38.894
 07-06-2024 22:18:35,66,35.294
 07-06-2024 22:18:36,67,36.53
 07-06-2024 22:18:37,62,30.918
 07-06-2024 22:18:38,60,18.974
 07-06-2024 22:18:39,62,13.535
 07-06-2024 22:18:40,60,21.061
 07-06-2024 22:18:41,62,20.343
 07-06-2024 22:18:42,58,17.391
 07-06-2024 22:18:43,60,17.124
 07-06-2024 22:18:44,61,19.882
 07-06-2024 22:18:45,61,17.371
 07-06-2024 22:18:46,60,16.118
 07-06-2024 22:18:47,66,18.677
 07-06-2024 22:18:48,55,11.533
 07-06-2024 22:18:49,63,4.621
 07-06-2024 22:18:50,56,6.379
 07-06-2024 22:18:57,58,3.942
 07-06-2024 22:18:57,59,17.36
 07-06-2024 22:18:58,70,23.396
 07-06-2024 22:18:59,69,25.356
 07-06-2024 22:19:00,67,40.714
 07-06-2024 22:19:01,66,38.352
 07-06-2024 22:19:02,67,52.394
 07-06-2024 22:19:03,69,47.571
 07-06-2024 22:19:04,65,23.147
 07-06-2024 22:19:05,65,32.151
 07-06-2024 22:19:06,69,37.105
 07-06-2024 22:19:07,62,52.849
 07-06-2024 22:19:08,64,45.579
 07-06-2024 22:19:09,65,21.269
 07-06-2024 22:19:10,65,30.586
 07-06-2024 22:19:11,62,32.116
 07-06-2024 22:19:12,65,24.937
 07-06-2024 22:19:13,62,18.261
 07-06-2024 22:19:14,62,9.63
 07-06-2024 22:19:15,57,13.195
 07-06-2024 22:19:16,57,6.78
 07-06-2024 22:19:17,67,12.336
 07-06-2024 22:19:18,62,9.722
 07-06-2024 22:19:19,62,13.212
 07-06-2024 22:19:20,61,13.585
 07-06-2024 22:19:21,56,14.925
 07-06-2024 22:19:22,61,8.017
 07-06-2024 22:19:23,65,11.391
 07-06-2024 22:19:24,58,5.802
 07-06-2024 22:19:25,62,11.679
 07-06-2024 22:19:26,55,8.034
 07-06-2024 22:19:27,63,8.522
 07-06-2024 22:19:28,56,8.02
 07-06-2024 22:19:29,55,7.047
 07-06-2024 22:19:30,60,10.149
 07-06-2024 22:19:31,55,7.415
 07-06-2024 22:19:32,62,7.283
 07-06-2024 22:19:33,56,6.27
 07-06-2024 22:19:34,60,6.78
 07-06-2024 22:19:35,62,13.554
 07-06-2024 22:19:36,55,6.407
 07-06-2024 22:19:37,56,7.141
 07-06-2024 22:19:38,58,6.706
 07-06-2024 22:19:39,61,6.785
 07-06-2024 22:19:40,60,9.338
 07-06-2024 22:19:41,60,6.792
 07-06-2024 22:19:42,62,7.184
 07-06-2024 22:19:43,55,6.412
 07-06-2024 22:19:44,62,6.382
 07-06-2024 22:19:45,62,8.597
 07-06-2024 22:19:46,62,7.914
 07-06-2024 22:19:47,64,12.874
 07-06-2024 22:19:48,55,7.742
 07-06-2024 22:19:49,60,9.76
 07-06-2024 22:19:50,61,21.528
 07-06-2024 22:19:51,55,12.675
 07-06-2024 22:19:52,59,8.25
 07-06-2024 22:19:53,58,7.799
 07-06-2024 22:19:54,56,7.397
 07-06-2024 22:19:55,67,20.579
 07-06-2024 22:19:56,60,15.268
 07-06-2024 22:19:57,61,16.109
 07-06-2024 22:19:58,61,22.507
 07-06-2024 22:19:59,57,17.623
 07-06-2024 22:20:00,57,13.883
 07-06-2024 22:20:01,61,16.074
 07-06-2024 22:20:02,60,11.295
 07-06-2024 22:20:03,60,11.377
 07-06-2024 22:20:04,55,11.601
 07-06-2024 22:20:05,57,7.212
 07-06-2024 22:20:06,65,12.713
 07-06-2024 22:20:07,56,6.826
 07-06-2024 22:20:08,62,9.25
 07-06-2024 22:20:09,55,8.47
 07-06-2024 22:20:10,61,10.204
 07-06-2024 22:20:11,58,9.805
 07-06-2024 22:20:12,58,9.172
 07-06-2024 22:20:13,61,8.851
 07-06-2024 22:20:14,54,6.464
 07-06-2024 22:20:15,61,10.515
 07-06-2024 22:20:16,55,11.873
 07-06-2024 22:20:17,58,8.623
 07-06-2024 22:20:18,59,9.047
 07-06-2024 22:20:19,56,6.811
 07-06-2024 22:20:20,60,10.073
 07-06-2024 22:20:21,56,10.188
 07-06-2024 22:20:22,59,8.162
 07-06-2024 22:20:23,54,8.984
 07-06-2024 22:20:24,58,6.519
 07-06-2024 22:20:25,60,8.605
 07-06-2024 22:20:26,54,6.798
 07-06-2024 22:20:27,60,10.393
 07-06-2024 22:20:28,55,10.117
 07-06-2024 22:20:29,60,8.171
 07-06-2024 22:20:30,54,8.931
 07-06-2024 22:20:31,55,7.798
 07-06-2024 22:20:32,59,9.342
 07-06-2024 22:20:33,55,5.575
 07-06-2024 22:20:34,59,8.025
 07-06-2024 22:20:35,54,7.236
 07-06-2024 22:20:36,59,8.933
 07-06-2024 22:20:37,62,9.109
 07-06-2024 22:20:38,61,7.246
 07-06-2024 22:20:39,55,9.12
 07-06-2024 22:20:40,58,8.014
 07-06-2024 22:20:41,59,9.599
 07-06-2024 22:20:42,55,6.454
 07-06-2024 22:20:43,59,7.451
 07-06-2024 22:20:44,54,6.286
 07-06-2024 22:20:45,61,7.745
 07-06-2024 22:20:46,54,7.567
 07-06-2024 22:20:47,54,6.411
 07-06-2024 22:20:48,60,12.564
 07-06-2024 22:20:49,56,6.038
 07-06-2024 22:20:50,60,8.877
 07-06-2024 22:20:51,54,9.433
 07-06-2024 22:20:52,61,9.155
 07-06-2024 22:20:53,54,6.393
 07-06-2024 22:20:54,58,7.159
 07-06-2024 22:20:55,54,9.979
 07-06-2024 22:20:56,59,11.803
 07-06-2024 22:20:57,54,15.42
 07-06-2024 22:20:58,54,7.207
 07-06-2024 22:20:59,57,7.718
 07-06-2024 22:21:00,54,8.385
 07-06-2024 22:21:01,56,8.647
 07-06-2024 22:21:02,61,17.605
 07-06-2024 22:21:03,58,6.028
 07-06-2024 22:21:04,59,7.23
 07-06-2024 22:21:05,54,6.346
 07-06-2024 22:21:06,58,8.561
 07-06-2024 22:21:07,54,7.122
 07-06-2024 22:21:09,57,8.334
 07-06-2024 22:21:10,55,13.102
 07-06-2024 22:21:11,55,7.657
 07-06-2024 22:21:12,54,10.356
 07-06-2024 22:21:13,52,6.697
 07-06-2024 22:21:14,58,7.236
 07-06-2024 22:21:15,55,6.251
 07-06-2024 22:21:16,59,7.99
 07-06-2024 22:21:17,53,6.922
 07-06-2024 22:21:18,58,6.801
 07-06-2024 22:21:19,56,20.964
 07-06-2024 22:21:20,58,12.605
 07-06-2024 22:21:21,58,9.527
 07-06-2024 22:21:22,57,12.417
 07-06-2024 22:21:23,58,11.561
 07-06-2024 22:21:24,62,9.796
 07-06-2024 22:21:25,56,7.237
 07-06-2024 22:21:26,60,9.032
 07-06-2024 22:21:27,52,9.151
 07-06-2024 22:21:28,59,9.287
 07-06-2024 22:21:29,60,13.311
 07-06-2024 22:21:30,60,6.744
 07-06-2024 22:21:31,53,11.243
 07-06-2024 22:21:32,52,7.364
 07-06-2024 22:21:33,57,8.529
 07-06-2024 22:21:34,52,7.715
 07-06-2024 22:21:35,54,6.983
 07-06-2024 22:21:36,58,16.089
 07-06-2024 22:21:37,61,9.841
 07-06-2024 22:21:38,59,12.732
 07-06-2024 22:21:39,58,14.377
 07-06-2024 22:21:40,58,10.773
 07-06-2024 22:21:41,57,15.852
 07-06-2024 22:21:42,56,13.193
 07-06-2024 22:21:43,55,14.172
 07-06-2024 22:21:44,57,14.071
 07-06-2024 22:21:45,56,12.726
 07-06-2024 22:21:46,58,11.509
 07-06-2024 22:21:47,54,24.556
 07-06-2024 22:21:48,61,14.701
 07-06-2024 22:21:49,54,11.536
 07-06-2024 22:21:50,54,12.716
 07-06-2024 22:21:51,57,9.77
 07-06-2024 22:21:52,58,16.628
 07-06-2024 22:21:53,55,17.658
 07-06-2024 22:21:54,58,13.713
 07-06-2024 22:21:55,60,20.154
 07-06-2024 22:21:56,54,13.123
 07-06-2024 22:21:57,60,7.352
 07-06-2024 22:21:58,60,11.837
 07-06-2024 22:21:59,51,8.228
 07-06-2024 22:22:00,58,6.777
 07-06-2024 22:22:01,61,6.745
 07-06-2024 22:22:02,52,8.283
 07-06-2024 22:22:03,50,7.122
 07-06-2024 22:22:04,59,11.357
 07-06-2024 22:22:05,51,9.221
 07-06-2024 22:22:06,58,3.821
 07-06-2024 22:22:07,56,10.559
 07-06-2024 22:22:08,50,6.579
 07-06-2024 22:22:09,57,6.949
 07-06-2024 22:22:10,58,9.887
 07-06-2024 22:22:11,60,8.009
 07-06-2024 22:22:12,50,5.052
 07-06-2024 22:22:13,54,9.834
 07-06-2024 22:22:14,50,7.845
 07-06-2024 22:22:15,58,5.451
 07-06-2024 22:22:16,58,12.813
 07-06-2024 22:22:17,60,6.159
 07-06-2024 22:22:18,58,6.321
 07-06-2024 22:22:19,59,6.438
 07-06-2024 22:22:20,52,9.917
 07-06-2024 22:22:21,51,9.355
 07-06-2024 22:22:22,58,9.484
 07-06-2024 22:22:23,51,8.953
 07-06-2024 22:22:24,58,6.685
 07-06-2024 22:22:25,57,9.583
 07-06-2024 22:22:26,56,6.862
 07-06-2024 22:22:27,55,8.847
 07-06-2024 22:22:28,57,11.002
 07-06-2024 22:22:29,59,12.132
 07-06-2024 22:22:30,52,6.011
 07-06-2024 22:22:31,56,8.618
 07-06-2024 22:22:32,50,8.812
 07-06-2024 22:22:33,53,4.199
 07-06-2024 22:22:34,60,9.722
 07-06-2024 22:22:35,58,6.802
 07-06-2024 22:22:36,60,7.944
 07-06-2024 22:22:37,56,6.142
 07-06-2024 22:22:38,59,12.248
 07-06-2024 22:22:39,52,11.444
 07-06-2024 22:22:40,59,8.709
 07-06-2024 22:22:41,54,9.814
 07-06-2024 22:22:42,58,6.661
 07-06-2024 22:22:43,57,8.944
 07-06-2024 22:22:44,56,6
 07-06-2024 22:22:45,53,10.687
 07-06-2024 22:22:46,56,6.106
 07-06-2024 22:22:47,51,9.475
 07-06-2024 22:22:48,49,6.024
 07-06-2024 22:22:49,56,7.873
 07-06-2024 22:22:50,49,9.799
 07-06-2024 22:22:51,56,4.834
 07-06-2024 22:22:52,59,11.523
 07-06-2024 22:22:53,48,5.703
 07-06-2024 22:22:54,52,6.501
 07-06-2024 22:22:55,56,5.696
 07-06-2024 22:22:56,58,9.976
 07-06-2024 22:22:57,48,4.945
 07-06-2024 22:22:58,57,6.66
 07-06-2024 22:22:59,51,8.716
 07-06-2024 22:23:00,50,7.912
 07-06-2024 22:23:01,57,12.072
 07-06-2024 22:23:02,56,9.068
 07-06-2024 22:23:03,56,12.704
 07-06-2024 22:23:04,56,6.115
 07-06-2024 22:23:05,56,10.141
 07-06-2024 22:23:06,49,9.097
 07-06-2024 22:23:07,55,8.208
 07-06-2024 22:23:08,56,10.336
 07-06-2024 22:23:09,56,8.216
 07-06-2024 22:23:10,52,8.19
 07-06-2024 22:23:11,58,7.017
 07-06-2024 22:23:12,56,12.525
 07-06-2024 22:23:13,54,6.618
 07-06-2024 22:23:14,54,12.035
 07-06-2024 22:23:15,57,14.13
 07-06-2024 22:23:16,60,48.473
 07-06-2024 22:23:17,60,55.072
 07-06-2024 22:23:18,61,30.558
 07-06-2024 22:23:19,58,26.121
 07-06-2024 22:23:20,58,25.512
 07-06-2024 22:23:21,57,18.111
 07-06-2024 22:23:22,49,7.796
 07-06-2024 22:23:23,54,15.352
 07-06-2024 22:23:24,54,14.796
 07-06-2024 22:23:25,49,10.341
 07-06-2024 22:23:26,51,17.654
 07-06-2024 22:23:27,50,10.27
 07-06-2024 22:23:28,58,11.408
 07-06-2024 22:23:29,52,15.782
 07-06-2024 22:23:30,50,12.038
 07-06-2024 22:23:31,55,18.203
 07-06-2024 22:23:32,53,14.357
 07-06-2024 22:23:33,59,21.006
 07-06-2024 22:23:34,58,21.444
 07-06-2024 22:23:35,58,22.887
 07-06-2024 22:23:36,53,15.959
 07-06-2024 22:23:37,54,13.569
 07-06-2024 22:23:38,50,13.782
 07-06-2024 22:23:39,58,9.425
 07-06-2024 22:23:40,57,10.62
 07-06-2024 22:23:41,51,11.501
 07-06-2024 22:23:42,50,11.626
 07-06-2024 22:23:43,49,8.88
 07-06-2024 22:23:44,54,8.516
 07-06-2024 22:23:45,51,12.367
 07-06-2024 22:23:46,51,6.826
 07-06-2024 22:23:47,50,10.349
 07-06-2024 22:23:48,49,5.537
 07-06-2024 22:23:49,53,9.251
 07-06-2024 22:23:50,51,11.05
 07-06-2024 22:23:51,56,11.104
 07-06-2024 22:23:52,49,8.302
 07-06-2024 22:23:53,58,10.382
 07-06-2024 22:23:54,58,9.835
 07-06-2024 22:23:55,55,14.577
 07-06-2024 22:23:56,51,14.693
 07-06-2024 22:23:57,55,8.881
 07-06-2024 22:23:58,55,8.618
 07-06-2024 22:23:59,58,19.061
 07-06-2024 22:24:00,48,6.042
 07-06-2024 22:24:01,52,12.572
 07-06-2024 22:24:02,49,7.453
 07-06-2024 22:24:03,52,6.547
 07-06-2024 22:24:04,48,7.48
 07-06-2024 22:24:05,58,8.35
 07-06-2024 22:24:06,58,14.071
 07-06-2024 22:24:07,49,8.405
 07-06-2024 22:24:08,55,7.995
 07-06-2024 22:24:09,49,6.833
 07-06-2024 22:24:10,55,6.767
 07-06-2024 22:24:11,50,8
 07-06-2024 22:24:12,51,6.998
 07-06-2024 22:24:13,55,10.633
 07-06-2024 22:24:14,55,9.91
 07-06-2024 22:24:15,50,13.457
 07-06-2024 22:24:16,49,10.944
 07-06-2024 22:24:17,54,11.481
 07-06-2024 22:24:18,48,7.319
 07-06-2024 22:24:19,50,7.069
 07-06-2024 22:24:20,47,7.593
 07-06-2024 22:24:21,54,8.354
 07-06-2024 22:24:22,51,13.603
 07-06-2024 22:24:23,53,12.203
 07-06-2024 22:24:24,56,13.731
 07-06-2024 22:24:25,54,20.362
 07-06-2024 22:24:26,58,13.2
 07-06-2024 22:24:27,57,16.553
 07-06-2024 22:24:28,54,11.851
 07-06-2024 22:24:29,49,14.055
 07-06-2024 22:24:30,53,28.674
 07-06-2024 22:24:31,50,17.622
 07-06-2024 22:24:32,55,21.803
 07-06-2024 22:24:33,51,10.295
 07-06-2024 22:24:34,50,6.394
 07-06-2024 22:24:35,52,8.694
 07-06-2024 22:24:36,48,5.42
 07-06-2024 22:24:37,53,8.786
 07-06-2024 22:24:38,48,5.748
 07-06-2024 22:24:39,52,7.629
 07-06-2024 22:24:40,48,7.702
 07-06-2024 22:24:41,57,8.113
 07-06-2024 22:24:42,56,7.327
 07-06-2024 22:24:43,48,7.004
 07-06-2024 22:24:44,54,8.959
 07-06-2024 22:24:45,49,5.376
 07-06-2024 22:24:46,50,8.695
 07-06-2024 22:24:47,48,7.25
 07-06-2024 22:24:48,52,6.987
 07-06-2024 22:24:49,47,6.878
 07-06-2024 22:24:50,52,6.93
 07-06-2024 22:24:51,50,8.096
 07-06-2024 22:24:52,52,6.747
 07-06-2024 22:24:53,58,11.396
 07-06-2024 22:24:54,49,7.104
 07-06-2024 22:24:55,56,16.586
 07-06-2024 22:24:56,49,11.542
 07-06-2024 22:24:57,54,9.527
 07-06-2024 22:24:58,52,15.031
 07-06-2024 22:24:59,55,10.574
 07-06-2024 22:25:00,52,14.599
 07-06-2024 22:25:01,56,11.964
 07-06-2024 22:25:02,55,11.581
 07-06-2024 22:25:03,57,13.885
 07-06-2024 22:25:04,56,10.306
 07-06-2024 22:25:05,58,12.993
 07-06-2024 22:25:06,50,10.171
 07-06-2024 22:25:07,54,7.774
 07-06-2024 22:25:08,48,7.471
 07-06-2024 22:25:09,55,6.079
 07-06-2024 22:25:10,48,7.387
 07-06-2024 22:25:11,52,9.418
 07-06-2024 22:25:12,55,14.848
 07-06-2024 22:25:13,52,12.094
 07-06-2024 22:25:14,55,8.832
 07-06-2024 22:25:15,58,12.92
 07-06-2024 22:25:16,51,12.547
 07-06-2024 22:25:17,56,17.983
 07-06-2024 22:25:18,49,8.732
 07-06-2024 22:25:19,49,8.904
 07-06-2024 22:25:20,55,11.994
 07-06-2024 22:25:21,52,10.503
 07-06-2024 22:25:22,53,9.002
 07-06-2024 22:25:23,51,11.079
 07-06-2024 22:25:24,52,8.176
 07-06-2024 22:25:25,51,9.154
 07-06-2024 22:25:26,56,12.464
 07-06-2024 22:25:27,51,17.23
 07-06-2024 22:25:28,49,14.561
 07-06-2024 22:25:29,52,6.705
 07-06-2024 22:25:30,52,11.635
 07-06-2024 22:25:31,51,11.719
 07-06-2024 22:25:32,55,17.221
 07-06-2024 22:25:33,54,15.975
 07-06-2024 22:25:34,50,7.417
 07-06-2024 22:25:35,52,10.654
 07-06-2024 22:25:36,51,7.574
 07-06-2024 22:25:37,50,10.633
 07-06-2024 22:25:38,49,8.761
 07-06-2024 22:25:39,49,6.844
 07-06-2024 22:25:40,52,9.58
 07-06-2024 22:25:41,50,9.664
 07-06-2024 22:25:42,54,13.601
 07-06-2024 22:25:43,51,17.224
 07-06-2024 22:25:44,49,11.41
 07-06-2024 22:25:45,57,9.344
 07-06-2024 22:25:46,51,7.138
 07-06-2024 22:25:47,54,14.485
 07-06-2024 22:25:48,56,15.737
 07-06-2024 22:25:49,49,10.532
 07-06-2024 22:25:50,53,10.495
 07-06-2024 22:25:51,49,8.547
 07-06-2024 22:25:52,56,7.72
 07-06-2024 22:25:53,49,7.585
 07-06-2024 22:25:54,50,8.673
 07-06-2024 22:25:55,52,9.553
 07-06-2024 22:25:56,48,7.157
 07-06-2024 22:25:57,51,12.207
 07-06-2024 22:25:58,50,7.796
 07-06-2024 22:25:59,52,8.519
 07-06-2024 22:26:00,51,8.085
 07-06-2024 22:26:01,54,7.7
 07-06-2024 22:26:02,51,9.332
 07-06-2024 22:26:03,47,6.471
 07-06-2024 22:26:04,53,7.327
 07-06-2024 22:26:05,49,7.418
 07-06-2024 22:26:06,55,8.633
 07-06-2024 22:26:07,49,9.432
 07-06-2024 22:26:08,56,7.657
 07-06-2024 22:26:09,56,11.881
 07-06-2024 22:26:10,47,6.447
 07-06-2024 22:26:11,55,8.052
 07-06-2024 22:26:12,51,8.05
 07-06-2024 22:26:13,52,7.554
 07-06-2024 22:26:14,48,7.617
 07-06-2024 22:26:15,50,7.308
 07-06-2024 22:26:16,48,10.464
 07-06-2024 22:26:17,48,6.028
 07-06-2024 22:26:18,56,9.179
 07-06-2024 22:26:19,48,7.312
 07-06-2024 22:26:20,54,7.577
 07-06-2024 22:26:21,50,7.643
 07-06-2024 22:26:22,55,9
 07-06-2024 22:26:23,47,8.43
 07-06-2024 22:26:24,54,5.969
 07-06-2024 22:26:25,51,11.432
 07-06-2024 22:26:26,49,8.43
 07-06-2024 22:26:27,52,11.985
 07-06-2024 22:26:28,48,8.538
 07-06-2024 22:26:29,52,7.965
 07-06-2024 22:26:30,58,11.019
 07-06-2024 22:26:31,47,8.027
 07-06-2024 22:26:32,54,9.642
 07-06-2024 22:26:33,47,6.702
 07-06-2024 22:26:34,54,7.992
 07-06-2024 22:26:35,47,7.761
 07-06-2024 22:26:36,56,8.636
 07-06-2024 22:26:37,48,8.651
 07-06-2024 22:26:38,52,7.206
 07-06-2024 22:26:39,49,9.25
 07-06-2024 22:26:40,47,7.682
 07-06-2024 22:26:41,51,9.032
 07-06-2024 22:26:42,48,7.508
 07-06-2024 22:26:43,51,7.773
 07-06-2024 22:26:44,48,6.876
 07-06-2024 22:26:45,49,8.107
 07-06-2024 22:26:46,50,11.763
 07-06-2024 22:26:47,47,7.754
 07-06-2024 22:26:48,49,8.645
 07-06-2024 22:26:49,48,9.197
 07-06-2024 22:26:50,52,7.987
 07-06-2024 22:26:51,49,8.148
 07-06-2024 22:26:52,49,7.268
 07-06-2024 22:26:53,56,8.525
 07-06-2024 22:26:54,47,7.811
 07-06-2024 22:26:55,50,8.133
 07-06-2024 22:26:56,48,7.512
 07-06-2024 22:26:57,54,7.843
 07-06-2024 22:26:58,51,11.42
 07-06-2024 22:26:59,48,7.819
 07-06-2024 22:27:00,52,9.644
 07-06-2024 22:27:01,49,7.646
 07-06-2024 22:27:02,54,7.693
 07-06-2024 22:27:03,47,7.082
 07-06-2024 22:27:04,49,10.761
 07-06-2024 22:27:05,49,10.539
 07-06-2024 22:27:06,49,8.607
 07-06-2024 22:27:07,49,10.071
 07-06-2024 22:27:08,48,9.779
 07-06-2024 22:27:09,51,8.572
 07-06-2024 22:27:10,60,10.581
 07-06-2024 22:27:11,48,8.384
 07-06-2024 22:27:12,50,10.027
 07-06-2024 22:27:13,48,7.721
 07-06-2024 22:27:14,53,7.903
 07-06-2024 22:27:15,50,7.994
 07-06-2024 22:27:16,52,7.24
 07-06-2024 22:27:17,53,8.471
 07-06-2024 22:27:18,48,6.825
 07-06-2024 22:27:19,54,11.994
 07-06-2024 22:27:20,51,14.791
 07-06-2024 22:27:21,51,13.051
 07-06-2024 22:27:22,55,17.892
 07-06-2024 22:27:23,51,10.822
 07-06-2024 22:27:24,49,10.529
 07-06-2024 22:27:25,55,8.394
 07-06-2024 22:27:26,48,8.477
 07-06-2024 22:27:27,51,10.426
