Czas,Temperatura procesora
 08-06-2024 13:06:00,41
 08-06-2024 13:06:01,40
 08-06-2024 13:06:02,40
 08-06-2024 13:06:03,41
 08-06-2024 13:06:04,41
 08-06-2024 13:06:05,40
 08-06-2024 13:06:06,40
 08-06-2024 13:06:07,41
 08-06-2024 13:06:08,41
 08-06-2024 13:06:09,49
 08-06-2024 13:06:10,41
 08-06-2024 13:06:11,41
 08-06-2024 13:06:12,41
 08-06-2024 13:06:13,41
 08-06-2024 13:06:14,41
 08-06-2024 13:06:15,41
 08-06-2024 13:06:16,41
 08-06-2024 13:06:17,41
 08-06-2024 13:06:18,40
 08-06-2024 13:06:19,40
 08-06-2024 13:06:20,40
 08-06-2024 13:06:21,43
 08-06-2024 13:06:22,41
 08-06-2024 13:06:23,41
 08-06-2024 13:06:24,41
 08-06-2024 13:06:25,40
 08-06-2024 13:06:26,41
 08-06-2024 13:06:27,40
 08-06-2024 13:06:28,40
 08-06-2024 13:06:29,41
 08-06-2024 13:06:30,41
 08-06-2024 13:06:31,48
 08-06-2024 13:06:32,40
 08-06-2024 13:06:33,40
 08-06-2024 13:06:34,41
 08-06-2024 13:06:35,42
 08-06-2024 13:06:36,40
 08-06-2024 13:06:37,41
 08-06-2024 13:06:38,40
 08-06-2024 13:06:39,42
 08-06-2024 13:06:40,40
 08-06-2024 13:06:41,40
 08-06-2024 13:06:42,40
 08-06-2024 13:06:43,40
 08-06-2024 13:06:44,41
 08-06-2024 13:06:45,40
 08-06-2024 13:06:46,40
 08-06-2024 13:06:47,40
 08-06-2024 13:06:48,41
 08-06-2024 13:06:49,43
 08-06-2024 13:06:50,41
 08-06-2024 13:06:51,41
 08-06-2024 13:06:52,41
 08-06-2024 13:06:53,41
 08-06-2024 13:06:54,40
 08-06-2024 13:06:55,40
 08-06-2024 13:06:56,41
 08-06-2024 13:06:57,42
 08-06-2024 13:06:58,40
 08-06-2024 13:06:59,41
 08-06-2024 13:07:00,41
 08-06-2024 13:07:01,41
 08-06-2024 13:07:02,41
 08-06-2024 13:07:03,41
 08-06-2024 13:07:04,41
 08-06-2024 13:07:05,41
 08-06-2024 13:07:06,41
 08-06-2024 13:07:07,41
 08-06-2024 13:07:08,42
 08-06-2024 13:07:09,42
 08-06-2024 13:07:10,41
 08-06-2024 13:07:11,41
 08-06-2024 13:07:12,41
 08-06-2024 13:07:13,41
 08-06-2024 13:07:14,41
 08-06-2024 13:07:15,41
 08-06-2024 13:07:16,40
 08-06-2024 13:07:17,40
 08-06-2024 13:07:18,42
 08-06-2024 13:07:19,40
 08-06-2024 13:07:20,41
 08-06-2024 13:07:21,41
 08-06-2024 13:07:22,41
 08-06-2024 13:07:23,40
 08-06-2024 13:07:24,41
 08-06-2024 13:07:25,41
 08-06-2024 13:07:26,44
 08-06-2024 13:07:27,40
 08-06-2024 13:07:28,47
 08-06-2024 13:07:29,41
 08-06-2024 13:07:30,41
 08-06-2024 13:07:31,41
 08-06-2024 13:07:32,43
 08-06-2024 13:07:33,41
 08-06-2024 13:07:34,41
 08-06-2024 13:07:35,44
 08-06-2024 13:07:36,41
 08-06-2024 13:07:37,45
 08-06-2024 13:07:38,41
 08-06-2024 13:07:39,40
 08-06-2024 13:07:40,40
 08-06-2024 13:07:41,41
 08-06-2024 13:07:42,42
 08-06-2024 13:07:43,41
 08-06-2024 13:07:44,41
 08-06-2024 13:07:45,41
 08-06-2024 13:07:46,41
 08-06-2024 13:07:47,44
 08-06-2024 13:07:48,40
 08-06-2024 13:07:49,45
 08-06-2024 13:07:50,41
 08-06-2024 13:07:51,42
 08-06-2024 13:07:52,41
 08-06-2024 13:07:53,42
 08-06-2024 13:07:54,60
 08-06-2024 13:07:55,41
 08-06-2024 13:07:56,41
 08-06-2024 13:07:57,40
 08-06-2024 13:07:58,42
 08-06-2024 13:07:59,41
 08-06-2024 13:08:00,41
 08-06-2024 13:08:01,42
 08-06-2024 13:08:02,40
 08-06-2024 13:08:03,40
 08-06-2024 13:08:04,41
 08-06-2024 13:08:05,43
 08-06-2024 13:08:06,41
 08-06-2024 13:08:07,40
 08-06-2024 13:08:08,41
 08-06-2024 13:08:09,40
 08-06-2024 13:08:10,40
 08-06-2024 13:08:11,40
 08-06-2024 13:08:12,41
 08-06-2024 13:08:13,41
 08-06-2024 13:08:14,41
 08-06-2024 13:08:15,47
 08-06-2024 13:08:16,45
 08-06-2024 13:08:17,41
 08-06-2024 13:08:18,40
 08-06-2024 13:08:19,41
 08-06-2024 13:08:20,40
 08-06-2024 13:08:21,41
 08-06-2024 13:08:22,41
 08-06-2024 13:08:23,44
 08-06-2024 13:08:24,40
 08-06-2024 13:08:25,40
 08-06-2024 13:08:26,41
 08-06-2024 13:08:27,47
 08-06-2024 13:08:28,42
 08-06-2024 13:08:29,41
 08-06-2024 13:08:30,41
 08-06-2024 13:08:31,41
 08-06-2024 13:08:32,40
 08-06-2024 13:08:33,40
 08-06-2024 13:08:34,41
 08-06-2024 13:08:35,41
 08-06-2024 13:08:36,40
 08-06-2024 13:08:37,40
 08-06-2024 13:08:38,41
 08-06-2024 13:08:39,41
 08-06-2024 13:08:40,49
 08-06-2024 13:08:41,41
 08-06-2024 13:08:42,42
 08-06-2024 13:08:43,41
 08-06-2024 13:08:44,41
 08-06-2024 13:08:45,44
 08-06-2024 13:08:46,41
 08-06-2024 13:08:47,41
 08-06-2024 13:08:48,41
 08-06-2024 13:08:49,41
 08-06-2024 13:08:50,41
 08-06-2024 13:08:51,41
 08-06-2024 13:08:52,41
 08-06-2024 13:08:53,41
 08-06-2024 13:08:54,41
 08-06-2024 13:08:55,42
 08-06-2024 13:08:56,41
 08-06-2024 13:08:57,41
 08-06-2024 13:08:58,41
 08-06-2024 13:08:59,42
 08-06-2024 13:09:00,41
 08-06-2024 13:09:01,42
 08-06-2024 13:09:02,41
 08-06-2024 13:09:03,44
 08-06-2024 13:09:04,41
 08-06-2024 13:09:05,41
 08-06-2024 13:09:06,40
 08-06-2024 13:09:07,41
 08-06-2024 13:09:08,40
 08-06-2024 13:09:09,41
 08-06-2024 13:09:10,41
 08-06-2024 13:09:11,41
 08-06-2024 13:09:12,41
 08-06-2024 13:09:13,41
 08-06-2024 13:09:14,41
 08-06-2024 13:09:15,41
 08-06-2024 13:09:16,41
 08-06-2024 13:09:17,41
 08-06-2024 13:09:18,40
 08-06-2024 13:09:19,41
 08-06-2024 13:09:20,41
 08-06-2024 13:09:21,40
 08-06-2024 13:09:22,41
 08-06-2024 13:09:23,41
 08-06-2024 13:09:24,41
 08-06-2024 13:09:25,43
 08-06-2024 13:09:26,40
 08-06-2024 13:09:27,42
 08-06-2024 13:09:28,41
 08-06-2024 13:09:29,41
 08-06-2024 13:09:30,41
 08-06-2024 13:09:31,41
 08-06-2024 13:09:32,41
 08-06-2024 13:09:33,41
 08-06-2024 13:09:34,41
 08-06-2024 13:09:35,40
 08-06-2024 13:09:36,40
 08-06-2024 13:09:37,40
 08-06-2024 13:09:38,40
 08-06-2024 13:09:39,41
 08-06-2024 13:09:40,41
 08-06-2024 13:09:41,40
 08-06-2024 13:09:42,41
 08-06-2024 13:09:43,41
 08-06-2024 13:09:44,40
 08-06-2024 13:09:45,40
 08-06-2024 13:09:46,41
 08-06-2024 13:09:47,41
 08-06-2024 13:09:48,41
 08-06-2024 13:09:49,41
 08-06-2024 13:09:50,42
 08-06-2024 13:09:51,41
 08-06-2024 13:09:52,40
 08-06-2024 13:09:53,41
 08-06-2024 13:09:54,40
 08-06-2024 13:09:55,41
 08-06-2024 13:09:56,41
 08-06-2024 13:09:57,40
 08-06-2024 13:09:58,40
 08-06-2024 13:09:59,41
 08-06-2024 13:10:00,41
 08-06-2024 13:10:01,40
 08-06-2024 13:10:02,40
 08-06-2024 13:10:03,40
 08-06-2024 13:10:04,41
 08-06-2024 13:10:05,40
 08-06-2024 13:10:06,41
 08-06-2024 13:10:07,41
 08-06-2024 13:10:08,41
 08-06-2024 13:10:09,40
 08-06-2024 13:10:10,41
 08-06-2024 13:10:11,43
 08-06-2024 13:10:12,41
 08-06-2024 13:10:13,42
 08-06-2024 13:10:14,40
 08-06-2024 13:10:15,45
 08-06-2024 13:10:16,41
 08-06-2024 13:10:17,40
 08-06-2024 13:10:18,40
 08-06-2024 13:10:19,41
 08-06-2024 13:10:20,40
 08-06-2024 13:10:21,40
 08-06-2024 13:10:22,41
 08-06-2024 13:10:23,45
 08-06-2024 13:10:24,40
 08-06-2024 13:10:25,41
 08-06-2024 13:10:26,40
 08-06-2024 13:10:27,41
 08-06-2024 13:10:28,49
 08-06-2024 13:10:29,41
 08-06-2024 13:10:30,45
 08-06-2024 13:10:31,40
 08-06-2024 13:10:32,40
 08-06-2024 13:10:33,40
 08-06-2024 13:10:34,41
 08-06-2024 13:10:35,40
 08-06-2024 13:10:36,41
 08-06-2024 13:10:37,40
 08-06-2024 13:10:38,41
 08-06-2024 13:10:39,41
 08-06-2024 13:10:40,41
 08-06-2024 13:10:41,40
 08-06-2024 13:10:42,42
 08-06-2024 13:10:43,40
 08-06-2024 13:10:44,48
 08-06-2024 13:10:45,41
 08-06-2024 13:10:46,40
 08-06-2024 13:10:47,40
 08-06-2024 13:10:48,40
 08-06-2024 13:10:49,43
 08-06-2024 13:10:50,41
 08-06-2024 13:10:51,42
 08-06-2024 13:10:52,44
 08-06-2024 13:10:53,43
 08-06-2024 13:10:54,45
 08-06-2024 13:10:55,42
 08-06-2024 13:10:56,45
 08-06-2024 13:10:57,42
 08-06-2024 13:10:58,42
 08-06-2024 13:10:59,41
 08-06-2024 13:11:00,42
 08-06-2024 13:11:01,43
 08-06-2024 13:11:02,42
 08-06-2024 13:11:03,45
 08-06-2024 13:11:04,41
 08-06-2024 13:11:05,42
 08-06-2024 13:11:06,41
 08-06-2024 13:11:07,41
 08-06-2024 13:11:08,40
 08-06-2024 13:11:09,41
 08-06-2024 13:11:10,40
 08-06-2024 13:11:11,41
 08-06-2024 13:11:12,41
 08-06-2024 13:11:13,42
 08-06-2024 13:11:14,40
 08-06-2024 13:11:15,40
 08-06-2024 13:11:16,41
 08-06-2024 13:11:17,41
 08-06-2024 13:11:18,40
 08-06-2024 13:11:19,40
 08-06-2024 13:11:20,42
 08-06-2024 13:11:21,41
 08-06-2024 13:11:22,40
 08-06-2024 13:11:23,40
 08-06-2024 13:11:24,40
 08-06-2024 13:11:25,41
 08-06-2024 13:11:26,42
 08-06-2024 13:11:27,43
 08-06-2024 13:11:28,41
 08-06-2024 13:11:29,41
 08-06-2024 13:11:30,51
 08-06-2024 13:11:31,41
 08-06-2024 13:11:32,44
 08-06-2024 13:11:33,41
 08-06-2024 13:11:34,40
 08-06-2024 13:11:35,41
 08-06-2024 13:11:36,41
 08-06-2024 13:11:37,40
 08-06-2024 13:11:38,40
 08-06-2024 13:11:39,41
 08-06-2024 13:11:40,41
 08-06-2024 13:11:41,47
 08-06-2024 13:11:42,42
 08-06-2024 13:11:43,41
 08-06-2024 13:11:44,41
 08-06-2024 13:11:45,41
 08-06-2024 13:11:46,41
 08-06-2024 13:11:47,40
 08-06-2024 13:11:48,40
 08-06-2024 13:11:49,42
 08-06-2024 13:11:50,40
 08-06-2024 13:11:51,40
 08-06-2024 13:11:52,41
 08-06-2024 13:11:53,41
 08-06-2024 13:11:54,40
 08-06-2024 13:11:55,41
 08-06-2024 13:11:56,41
 08-06-2024 13:11:57,41
 08-06-2024 13:11:58,40
 08-06-2024 13:11:59,40
 08-06-2024 13:12:00,41
 08-06-2024 13:12:01,43
 08-06-2024 13:12:02,42
 08-06-2024 13:12:03,47
 08-06-2024 13:12:04,48
 08-06-2024 13:12:05,40
 08-06-2024 13:12:06,42
 08-06-2024 13:12:07,40
 08-06-2024 13:12:08,40
 08-06-2024 13:12:09,43
 08-06-2024 13:12:10,41
 08-06-2024 13:12:11,41
 08-06-2024 13:12:12,41
 08-06-2024 13:12:13,41
 08-06-2024 13:12:14,41
 08-06-2024 13:12:15,41
 08-06-2024 13:12:16,41
 08-06-2024 13:12:17,40
 08-06-2024 13:12:18,41
 08-06-2024 13:12:19,58
 08-06-2024 13:12:20,43
 08-06-2024 13:12:21,42
 08-06-2024 13:12:22,42
 08-06-2024 13:12:23,45
 08-06-2024 13:12:24,42
 08-06-2024 13:12:25,41
 08-06-2024 13:12:26,49
 08-06-2024 13:12:27,48
 08-06-2024 13:12:28,42
 08-06-2024 13:12:29,47
 08-06-2024 13:12:30,42
 08-06-2024 13:12:31,48
 08-06-2024 13:12:32,52
 08-06-2024 13:12:33,42
 08-06-2024 13:12:34,41
 08-06-2024 13:12:35,41
 08-06-2024 13:12:36,40
 08-06-2024 13:12:37,41
 08-06-2024 13:12:38,47
 08-06-2024 13:12:39,43
 08-06-2024 13:12:40,41
 08-06-2024 13:12:41,41
