Czas,Temperatura procesora
 08-06-2024 12:53:03, 53.250              
 08-06-2024 12:53:04, 52.000              
 08-06-2024 12:53:05, 53.000              
 08-06-2024 12:53:06, 51.875              
 08-06-2024 12:53:07, 50.875              
 08-06-2024 12:53:08, 49.875              
 08-06-2024 12:53:09, 49.000              
 08-06-2024 12:53:10, 48.125              
 08-06-2024 12:53:11, 47.250              
 08-06-2024 12:53:12, 46.750              
 08-06-2024 12:53:13, 46.000              
 08-06-2024 12:53:14, 45.500              
 08-06-2024 12:53:15, 45.375              
 08-06-2024 12:53:16, 46.875              
 08-06-2024 12:53:17, 46.875              
 08-06-2024 12:53:18, 46.875              
 08-06-2024 12:53:19, 46.875              
 08-06-2024 12:53:20, 47.375              
 08-06-2024 12:53:21, 46.750              
 08-06-2024 12:53:22, 46.125              
 08-06-2024 12:53:23, 45.625              
 08-06-2024 12:53:24, 45.125              
 08-06-2024 12:53:25, 44.625              
 08-06-2024 12:53:26, 44.250              
 08-06-2024 12:53:27, 44.000              
 08-06-2024 12:53:28, 43.750              
 08-06-2024 12:53:29, 43.375              
 08-06-2024 12:53:30, 43.250              
 08-06-2024 12:53:31, 43.000              
 08-06-2024 12:53:32, 43.000              
 08-06-2024 12:53:33, 43.000              
 08-06-2024 12:53:34, 42.750              
 08-06-2024 12:53:35, 42.625              
 08-06-2024 12:53:36, 42.625              
 08-06-2024 12:53:37, 42.875              
 08-06-2024 12:53:38, 42.625              
 08-06-2024 12:53:39, 42.625              
 08-06-2024 12:53:40, 43.875              
 08-06-2024 12:53:41, 43.625              
 08-06-2024 12:53:42, 43.625              
 08-06-2024 12:53:43, 43.375              
 08-06-2024 12:53:44, 43.000              
 08-06-2024 12:53:45, 43.125              
 08-06-2024 12:53:46, 42.750              
 08-06-2024 12:53:47, 43.000              
 08-06-2024 12:53:48, 42.875              
 08-06-2024 12:53:49, 42.750              
 08-06-2024 12:53:50, 42.500              
 08-06-2024 12:53:51, 42.500              
 08-06-2024 12:53:52, 42.750              
 08-06-2024 12:53:53, 42.625              
 08-06-2024 12:53:54, 42.625              
 08-06-2024 12:53:55, 42.500              
 08-06-2024 12:53:56, 42.375              
 08-06-2024 12:53:57, 42.750              
 08-06-2024 12:53:58, 42.750              
 08-06-2024 12:53:59, 42.625              
 08-06-2024 12:54:00, 42.625              
 08-06-2024 12:54:01, 42.500              
 08-06-2024 12:54:02, 42.750              
 08-06-2024 12:54:03, 42.750              
